class,path,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
warrior,DATASET/TRAIN/warrior/00000.jpg,0.5773077011108398,0.34775933623313904,-0.16513508558273315,0.9999996423721313,0.5696049928665161,0.3332161605358124,-0.1409006267786026,0.9999973773956299,0.5692959427833557,0.33237236738204956,-0.14118194580078125,0.999997615814209,0.5692827701568604,0.3315834403038025,-0.1410994678735733,0.9999973773956299,0.5669147372245789,0.3342966139316559,-0.17121006548404694,0.9999988079071045,0.5626406669616699,0.33440038561820984,-0.17155803740024567,0.9999992847442627,0.55717933177948,0.33413779735565186,-0.1715996265411377,0.9999991655349731,0.5476694107055664,0.3398692011833191,-0.02989666722714901,0.9999988079071045,0.5319495797157288,0.3378863036632538,-0.16724234819412231,0.9999986886978149,0.5702292919158936,0.36521419882774353,-0.12155468761920929,0.9999988079071045,0.5658298134803772,0.3640413284301758,-0.16413961350917816,0.9999990463256836,0.5919737815856934,0.41896456480026245,0.03913303464651108,0.9999980926513672,0.44453173875808716,0.42424476146698,-0.17664605379104614,0.999997615814209,0.7103452086448669,0.4295535683631897,0.044275738298892975,0.9933609962463379,0.3333199620246887,0.44926247000694275,-0.2544165849685669,0.9997974038124084,0.790466845035553,0.4203736186027527,-0.10087582468986511,0.9947841763496399,0.2307388186454773,0.4503072500228882,-0.3709653317928314,0.9993453621864319,0.8211236596107483,0.4175484776496887,-0.11587949842214584,0.9874881505966187,0.20042341947555542,0.45265594124794006,-0.4036084711551666,0.9980248212814331,0.822312593460083,0.41814297437667847,-0.1624903380870819,0.9890041947364807,0.19650167226791382,0.4482538104057312,-0.4424062669277191,0.9981929659843445,0.8088932037353516,0.42233145236968994,-0.12666425108909607,0.9902114272117615,0.2103915512561798,0.44995152950286865,-0.3945201337337494,0.9975615739822388,0.5574265122413635,0.6428479552268982,0.08378902077674866,0.999994158744812,0.46783190965652466,0.6500871181488037,-0.08404123783111572,0.9999934434890747,0.7109708189964294,0.6577166318893433,-0.13562676310539246,0.9995009899139404,0.3413221836090088,0.7414788603782654,-0.22589708864688873,0.999751627445221,0.7065087556838989,0.814597487449646,0.056924089789390564,0.9977846741676331,0.20810779929161072,0.8268314599990845,-0.09630220383405685,0.9987128973007202,0.6936560869216919,0.842581033706665,0.0683211013674736,0.9954816102981567,0.18684980273246765,0.8426031470298767,-0.0885089859366417,0.9841015934944153,0.7678802013397217,0.8488536477088928,-0.06297478079795837,0.9976167678833008,0.19781380891799927,0.8660567402839661,-0.2520201802253723,0.9973258972167969
warrior,DATASET/TRAIN/warrior/00001.jpg,0.4778439700603485,0.15130877494812012,-0.29026320576667786,0.999976634979248,0.4864750802516937,0.13563546538352966,-0.28650620579719543,0.9998568296432495,0.4903986155986786,0.1359633505344391,-0.2867763340473175,0.9998661279678345,0.49450987577438354,0.1357593834400177,-0.28670623898506165,0.9998549222946167,0.48225733637809753,0.1357109546661377,-0.27144134044647217,0.9999011754989624,0.48266077041625977,0.13650301098823547,-0.2718407213687897,0.9999294281005859,0.4829165041446686,0.1369045376777649,-0.2720385193824768,0.9999250173568726,0.5178492069244385,0.14605507254600525,-0.23676343262195587,0.9999158382415771,0.5001518726348877,0.1470816433429718,-0.1654222011566162,0.9999047517776489,0.485353946685791,0.17665517330169678,-0.2691357433795929,0.9999468326568604,0.47982728481292725,0.1767171323299408,-0.2508181035518646,0.9999338388442993,0.5794612169265747,0.2810730040073395,-0.19085757434368134,0.9999023675918579,0.4456726014614105,0.2588701844215393,-0.10318484157323837,0.999854326248169,0.6760107278823853,0.2611534297466278,-0.24736882746219635,0.9994187355041504,0.3547958433628082,0.24460388720035553,-0.15741242468357086,0.9973575472831726,0.7678507566452026,0.24875596165657043,-0.39117640256881714,0.9985682964324951,0.2611994743347168,0.23172026872634888,-0.3208654820919037,0.9919934272766113,0.7968791127204895,0.2560711205005646,-0.4136280417442322,0.9959115982055664,0.23224963247776031,0.23376783728599548,-0.35285767912864685,0.9773545861244202,0.8004918694496155,0.25481802225112915,-0.4588654637336731,0.9965253472328186,0.2303134948015213,0.22632648050785065,-0.3889246881008148,0.9792596101760864,0.788858950138092,0.25521013140678406,-0.41395115852355957,0.9963626265525818,0.24192550778388977,0.2296571433544159,-0.3452022671699524,0.9837416410446167,0.541488528251648,0.5876413583755493,-0.02401491440832615,0.9999376535415649,0.4608653783798218,0.5755650401115417,0.02378949522972107,0.9999363422393799,0.6339331865310669,0.7215156555175781,-0.24328209459781647,0.9986397624015808,0.33516618609428406,0.6462664008140564,-0.22803573310375214,0.99921715259552,0.7257989645004272,0.8792896270751953,-0.08602464944124222,0.9936617612838745,0.32871299982070923,0.8842944502830505,-0.06333701312541962,0.994712769985199,0.733500599861145,0.9056326150894165,-0.07971631735563278,0.9424551129341125,0.33998239040374756,0.9269961714744568,-0.05219775810837746,0.9803541302680969,0.7371405363082886,0.957791268825531,-0.2228669673204422,0.9873051047325134,0.2606431543827057,0.9402011036872864,-0.16607175767421722,0.9891312122344971
warrior,DATASET/TRAIN/warrior/00002.jpg,0.42624974250793457,0.34589850902557373,-0.19070883095264435,0.9999730587005615,0.4367755651473999,0.3304104506969452,-0.19459809362888336,0.9998860359191895,0.4416407644748688,0.3303488492965698,-0.19495460391044617,0.9998805522918701,0.4456453323364258,0.3307304084300995,-0.19476336240768433,0.999875545501709,0.43340370059013367,0.33051297068595886,-0.16374333202838898,0.9999078512191772,0.43504786491394043,0.3301989436149597,-0.16426455974578857,0.9999338388442993,0.43672603368759155,0.3297501802444458,-0.1644885390996933,0.9999377727508545,0.47173011302948,0.3395148515701294,-0.1787073165178299,0.999908447265625,0.459974080324173,0.33734413981437683,-0.03822330757975578,0.9999203681945801,0.4354345202445984,0.36332541704177856,-0.1818627417087555,0.9999175071716309,0.43134739995002747,0.36213237047195435,-0.14404995739459991,0.9998960494995117,0.5589038133621216,0.4233650267124176,-0.1709478199481964,0.9999281167984009,0.41004836559295654,0.4193115532398224,0.04160899296402931,0.9998905658721924,0.6749736666679382,0.44684961438179016,-0.257755845785141,0.9983200430870056,0.2957938611507416,0.4299965500831604,0.01514867041260004,0.9798076152801514,0.7824853658676147,0.45161283016204834,-0.401400625705719,0.9969311952590942,0.21016010642051697,0.4188220500946045,-0.16920112073421478,0.9907111525535583,0.8079724907875061,0.45208221673965454,-0.42434564232826233,0.9922105073928833,0.18144798278808594,0.4179357588291168,-0.2013068050146103,0.9799893498420715,0.8107815384864807,0.44799357652664185,-0.4696539640426636,0.9927878975868225,0.1779351532459259,0.41494220495224,-0.2405560314655304,0.9814648032188416,0.800489068031311,0.450947105884552,-0.42292532324790955,0.9912548065185547,0.19135314226150513,0.4190337061882019,-0.19680577516555786,0.9840880036354065,0.5385702848434448,0.6490532159805298,-0.06004789099097252,0.999962329864502,0.44824549555778503,0.6429474353790283,0.05984625965356827,0.9999599456787109,0.6625610589981079,0.7404666543006897,-0.09065322577953339,0.9951164722442627,0.2935912013053894,0.6600757837295532,-0.2375669628381729,0.997631311416626,0.7922250628471375,0.8234527111053467,0.0007990538142621517,0.996968686580658,0.2967749238014221,0.8146355152130127,-0.05454874411225319,0.9900642037391663,0.812665581703186,0.8377625942230225,-0.0032952269539237022,0.9694896340370178,0.3102801740169525,0.843791127204895,-0.04172130301594734,0.9804609417915344,0.8135530948638916,0.8685256838798523,-0.20338264107704163,0.9948638081550598,0.22674542665481567,0.8445382714271545,-0.17062455415725708,0.9891413450241089
warrior,DATASET/TRAIN/warrior/00003.jpg,0.45362764596939087,0.12124138325452805,-0.15511323511600494,0.999930739402771,0.4676799774169922,0.1064448356628418,-0.15183673799037933,0.9996955394744873,0.47053006291389465,0.1083032488822937,-0.15215028822422028,0.9996898174285889,0.4736138582229614,0.10929179191589355,-0.15203575789928436,0.9996753931045532,0.46481621265411377,0.10388946533203125,-0.13041095435619354,0.9997575879096985,0.4653957188129425,0.10458254814147949,-0.13084490597248077,0.9998277425765991,0.46571213006973267,0.10492831468582153,-0.13103130459785461,0.9998260140419006,0.4966197907924652,0.13374334573745728,-0.11802193522453308,0.9998273253440857,0.4817714989185333,0.12787315249443054,-0.021512294188141823,0.9998366832733154,0.4576570987701416,0.15126466751098633,-0.14170242846012115,0.9998617172241211,0.45383885502815247,0.15103179216384888,-0.1162329912185669,0.9998371601104736,0.5511268973350525,0.2770344913005829,-0.12283962965011597,0.9998608827590942,0.42546600103378296,0.2608032524585724,0.044489871710538864,0.9997407793998718,0.6473217010498047,0.273972749710083,-0.2095169872045517,0.9986177682876587,0.3317812383174896,0.2606029808521271,0.00016915725427679718,0.9883472323417664,0.7315009236335754,0.2548387944698334,-0.35913342237472534,0.9975950121879578,0.23956423997879028,0.2609587013721466,-0.17963552474975586,0.9897979497909546,0.7593659162521362,0.26451385021209717,-0.38439086079597473,0.9941469430923462,0.21001705527305603,0.26297080516815186,-0.21063470840454102,0.9775959253311157,0.7630444765090942,0.263744980096817,-0.42181825637817383,0.9946224689483643,0.20614495873451233,0.2613460421562195,-0.24801452457904816,0.979856014251709,0.7510536313056946,0.2635193169116974,-0.3784354627132416,0.9936190247535706,0.21781250834465027,0.26429641246795654,-0.20568349957466125,0.9840195178985596,0.5458363890647888,0.6230313777923584,-0.04627540707588196,0.9999350309371948,0.4676426649093628,0.6193411350250244,0.04607756435871124,0.9999299049377441,0.6525654196739197,0.7631264328956604,-0.09016179293394089,0.9977643489837646,0.3323550820350647,0.6499561667442322,-0.2586071491241455,0.9990750551223755,0.7664817571640015,0.8981506824493408,0.051326729357242584,0.9979066848754883,0.3237248659133911,0.8927815556526184,-0.06255373358726501,0.9952390193939209,0.7802678346633911,0.9167725443840027,0.05486353486776352,0.9739441275596619,0.3361608684062958,0.9409758448600769,-0.04748811200261116,0.9870378971099854,0.7845577597618103,0.9790947437286377,-0.11682985723018646,0.9955807328224182,0.2556408643722534,0.9510724544525146,-0.16679202020168304,0.9930427074432373
warrior,DATASET/TRAIN/warrior/00004.jpg,0.4887443780899048,0.12734904885292053,-0.22573615610599518,0.9999659061431885,0.49619075655937195,0.10635951161384583,-0.22639909386634827,0.9997902512550354,0.5007647275924683,0.10603493452072144,-0.22671888768672943,0.9997727274894714,0.5056139826774597,0.10584157705307007,-0.22659097611904144,0.9997617602348328,0.4928390085697174,0.1047576367855072,-0.20819544792175293,0.9998736381530762,0.49341312050819397,0.10341113805770874,-0.20869053900241852,0.9999128580093384,0.49399763345718384,0.1014614999294281,-0.20891067385673523,0.9999154806137085,0.5328139662742615,0.11431923508644104,-0.18259131908416748,0.9998558759689331,0.5149059295654297,0.10826495289802551,-0.10058863461017609,0.9999057054519653,0.4990657866001129,0.15017127990722656,-0.2056005895137787,0.9998832941055298,0.4925505220890045,0.148910790681839,-0.18424692749977112,0.9998890161514282,0.6039073467254639,0.250812292098999,-0.11888290196657181,0.9999322891235352,0.46503329277038574,0.23862633109092712,-0.04057329148054123,0.9999312162399292,0.7162083387374878,0.23351651430130005,-0.1468428671360016,0.9964588284492493,0.3559856712818146,0.23057356476783752,-0.09238259494304657,0.9856147766113281,0.816717803478241,0.2134474217891693,-0.25666430592536926,0.9969005584716797,0.24933943152427673,0.20782506465911865,-0.27224501967430115,0.9924713373184204,0.8475863933563232,0.21365705132484436,-0.2688012421131134,0.9932541251182556,0.21579661965370178,0.21012118458747864,-0.3078348934650421,0.9838005900382996,0.8537031412124634,0.21072617173194885,-0.31501275300979614,0.9941791296005249,0.21214322745800018,0.2038961946964264,-0.34681129455566406,0.9853039383888245,0.8412043452262878,0.21414387226104736,-0.27876245975494385,0.9933966398239136,0.2265772819519043,0.20545852184295654,-0.2993790805339813,0.9870807528495789,0.5631632804870605,0.5516762733459473,-0.00487682456150651,0.9999730587005615,0.47900789976119995,0.5529659986495972,0.004743831232190132,0.9999805688858032,0.6632131338119507,0.6732970476150513,0.13931255042552948,0.9482117891311646,0.3326321840286255,0.6227924227714539,-0.26545053720474243,0.9983265995979309,0.7534259557723999,0.7987359762191772,0.372292160987854,0.9641929864883423,0.2865665555000305,0.8576720952987671,-0.191359281539917,0.9939232468605042,0.753473162651062,0.8215575218200684,0.3835778832435608,0.7820773124694824,0.30123430490493774,0.9014484882354736,-0.19003678858280182,0.9702754020690918,0.7825924158096313,0.8514552116394043,0.2577406167984009,0.9439870715141296,0.2111964225769043,0.9092739820480347,-0.3325839936733246,0.9902936220169067
warrior,DATASET/TRAIN/warrior/00005.jpg,0.5735063552856445,0.14631405472755432,-0.15597307682037354,0.9999992847442627,0.5678614974021912,0.1237449049949646,-0.13270685076713562,0.9999955892562866,0.5660685300827026,0.1232692301273346,-0.13301298022270203,0.9999959468841553,0.5647290349006653,0.1229177787899971,-0.13293401896953583,0.9999961853027344,0.5632688403129578,0.12264233827590942,-0.1608254462480545,0.9999977350234985,0.5583205819129944,0.1219528540968895,-0.16121269762516022,0.9999983310699463,0.5545458197593689,0.12171649187803268,-0.1612698882818222,0.9999982118606567,0.5437572598457336,0.13398638367652893,-0.029142409563064575,0.9999979734420776,0.5263734459877014,0.13154292106628418,-0.15636038780212402,0.9999970197677612,0.569563627243042,0.1692310869693756,-0.11549793183803558,0.9999980926513672,0.5642459988594055,0.16915357112884521,-0.15511325001716614,0.9999982118606567,0.5914331078529358,0.26376184821128845,0.022487621754407883,0.9999969005584717,0.45187488198280334,0.255161315202713,-0.15504108369350433,0.9999932050704956,0.6989428997039795,0.23740234971046448,0.025652339681982994,0.9963890314102173,0.34134915471076965,0.2471919059753418,-0.24207229912281036,0.9996620416641235,0.8024129867553711,0.23226501047611237,-0.10583044588565826,0.9971713423728943,0.23953920602798462,0.2501353621482849,-0.3615507483482361,0.9989330172538757,0.8349916934967041,0.23084211349487305,-0.11878718435764313,0.992298424243927,0.20845454931259155,0.2509920299053192,-0.3962242305278778,0.9964877367019653,0.8399796485900879,0.22707149386405945,-0.16988514363765717,0.9933018684387207,0.20361796021461487,0.24396087229251862,-0.43455204367637634,0.9966715574264526,0.8270605802536011,0.23282165825366974,-0.1331762671470642,0.9936347007751465,0.21762073040008545,0.24827252328395844,-0.3861751854419708,0.9957570433616638,0.5462667942047119,0.5995808243751526,0.06380049139261246,0.9999915361404419,0.46409085392951965,0.590876042842865,-0.06398019194602966,0.9999877214431763,0.7025932669639587,0.6841894388198853,-0.1101008728146553,0.9988064765930176,0.3619176149368286,0.7429304718971252,-0.2447507530450821,0.9992414712905884,0.7289998531341553,0.8970240950584412,0.05275015905499458,0.9962947964668274,0.24599644541740417,0.9006296396255493,-0.01601218990981579,0.9949514865875244,0.7149286270141602,0.9382144212722778,0.05888161435723305,0.9876217246055603,0.24522057175636292,0.915919840335846,0.0012201617937535048,0.9621883034706116,0.798713207244873,0.9328833222389221,-0.07142172008752823,0.9952824711799622,0.2108462154865265,0.959343433380127,-0.12115855515003204,0.9901868104934692
warrior,DATASET/TRAIN/warrior/00006.jpg,0.5438460111618042,0.2579776644706726,-0.19987642765045166,0.9999918937683105,0.5392076969146729,0.24000954627990723,-0.171958789229393,0.9999570846557617,0.5398880243301392,0.24063855409622192,-0.1723269522190094,0.9999589920043945,0.5409235954284668,0.24143357574939728,-0.17229650914669037,0.9999645948410034,0.5328182578086853,0.23836298286914825,-0.1881059855222702,0.9999721050262451,0.5277112722396851,0.23875002562999725,-0.1884995400905609,0.9999773502349854,0.5224475264549255,0.24006181955337524,-0.18861551582813263,0.9999765157699585,0.5240411758422852,0.2537423372268677,-0.046430304646492004,0.9999746084213257,0.49638769030570984,0.2542720437049866,-0.11614944785833359,0.9999433755874634,0.5413569808006287,0.28047892451286316,-0.15183977782726288,0.9999785423278809,0.5333956480026245,0.2827811539173126,-0.17519716918468475,0.9999755620956421,0.578956127166748,0.36058738827705383,0.004510163329541683,0.9999890327453613,0.4286833107471466,0.3793725073337555,-0.08168069273233414,0.9999397993087769,0.6884719133377075,0.3531755208969116,0.0013553849421441555,0.9939780235290527,0.3228686451911926,0.3987540304660797,-0.12392079085111618,0.9932737350463867,0.7903010249137878,0.34272441267967224,-0.16909421980381012,0.9952878952026367,0.23128023743629456,0.3938964605331421,-0.23195870220661163,0.9743276238441467,0.8220853805541992,0.34673675894737244,-0.19465647637844086,0.9881805181503296,0.20078691840171814,0.3975924551486969,-0.25708574056625366,0.9402480125427246,0.8264688849449158,0.3471860885620117,-0.23863667249679565,0.9899477958679199,0.19834867119789124,0.3933161795139313,-0.30401840806007385,0.9465597867965698,0.8139779567718506,0.34917864203453064,-0.19375728070735931,0.9903373718261719,0.21069344878196716,0.39609599113464355,-0.2587756812572479,0.946470320224762,0.5455215573310852,0.6572226285934448,0.036461830139160156,0.9999629259109497,0.45200732350349426,0.6665992736816406,-0.03686334937810898,0.9999387264251709,0.7093586921691895,0.696526288986206,-0.21355773508548737,0.9978208541870117,0.3294256031513214,0.79454106092453,-0.15077665448188782,0.9946877956390381,0.7175527215003967,0.904923141002655,0.01621466502547264,0.984734296798706,0.21777313947677612,0.894300639629364,0.13384412229061127,0.9761469960212708,0.7011289596557617,0.9419606328010559,0.032104719430208206,0.9566434025764465,0.21613353490829468,0.9102120399475098,0.1579003483057022,0.8876868486404419,0.7857933640480042,0.9531686305999756,-0.0937395691871643,0.9742913842201233,0.18004006147384644,0.9534581303596497,0.04067198187112808,0.9430133104324341
warrior,DATASET/TRAIN/warrior/00007.jpg,0.46977943181991577,0.11828827857971191,-0.2452525645494461,0.9999836683273315,0.4815111756324768,0.09804576635360718,-0.2378084510564804,0.9999057054519653,0.48656558990478516,0.09925675392150879,-0.238150492310524,0.9998923540115356,0.4918838441371918,0.09983530640602112,-0.23799706995487213,0.9999030828475952,0.47498220205307007,0.09585624933242798,-0.2219730168581009,0.9999334812164307,0.47451773285865784,0.09517568349838257,-0.22246763110160828,0.9999455213546753,0.4739047586917877,0.0942167341709137,-0.22269044816493988,0.9999501705169678,0.5185844898223877,0.11081495881080627,-0.1758536696434021,0.999909520149231,0.4925253987312317,0.10808650404214859,-0.10204731673002243,0.9999250173568726,0.4805144667625427,0.1472839117050171,-0.220026895403862,0.9999266862869263,0.46906158328056335,0.14297020435333252,-0.2014511227607727,0.9999090433120728,0.5963993072509766,0.2501879632472992,-0.13449369370937347,0.9998399019241333,0.4399423599243164,0.23772113025188446,-0.03657778725028038,0.9997550845146179,0.7155435085296631,0.23380495607852936,-0.18201521039009094,0.9928078651428223,0.33145397901535034,0.23017685115337372,-0.0894620418548584,0.986136794090271,0.8190468549728394,0.2215355932712555,-0.3232533633708954,0.9864845871925354,0.22370919585227966,0.20938879251480103,-0.24629412591457367,0.9805958271026611,0.8534187078475952,0.22358274459838867,-0.3430701196193695,0.968066930770874,0.1876908242702484,0.20937564969062805,-0.27966299653053284,0.9512619972229004,0.8550344705581665,0.22662492096424103,-0.39543449878692627,0.9716700315475464,0.18626676499843597,0.2050764560699463,-0.3160695433616638,0.9539418816566467,0.8422272205352783,0.23064537346363068,-0.34895679354667664,0.9701855182647705,0.20032086968421936,0.20764435827732086,-0.27231401205062866,0.9611932039260864,0.5878239274024963,0.5669103860855103,-0.028129488229751587,0.9999438524246216,0.4985499680042267,0.5715524554252625,0.027888579294085503,0.9999417066574097,0.7022743225097656,0.7190536260604858,-0.08405967056751251,0.9798696041107178,0.34669551253318787,0.6476649641990662,-0.21018463373184204,0.9907852411270142,0.8185654878616333,0.8863062858581543,0.03556228429079056,0.9761494994163513,0.3489418625831604,0.8966932892799377,-0.05157025158405304,0.9656665325164795,0.826556384563446,0.91634601354599,0.035594407469034195,0.8278905153274536,0.3633376955986023,0.9380480051040649,-0.041569244116544724,0.9108496904373169,0.8355834484100342,0.9489727020263672,-0.12753547728061676,0.9532166719436646,0.2751433551311493,0.9433644413948059,-0.15552745759487152,0.9449461102485657
warrior,DATASET/TRAIN/warrior/00008.jpg,0.442312628030777,0.27015262842178345,-0.313022643327713,0.9999865293502808,0.45667722821235657,0.2542826533317566,-0.31266865134239197,0.9999316930770874,0.4610019028186798,0.2548051178455353,-0.313076376914978,0.9999254941940308,0.4653560519218445,0.25539103150367737,-0.312889963388443,0.9999253749847412,0.4543238878250122,0.2540040910243988,-0.2801210284233093,0.9999498128890991,0.456767737865448,0.2543652057647705,-0.28067779541015625,0.9999622106552124,0.45926856994628906,0.2546226680278778,-0.28088656067848206,0.9999628067016602,0.4938507676124573,0.26482993364334106,-0.26792076230049133,0.9999377727508545,0.4839603900909424,0.26418596506118774,-0.11870184540748596,0.9999392032623291,0.4543328285217285,0.2910877764225006,-0.29342639446258545,0.9999573230743408,0.45000630617141724,0.29080718755722046,-0.2535554766654968,0.9999494552612305,0.5827932357788086,0.37876906991004944,-0.2282649427652359,0.9999381303787231,0.4233623445034027,0.36467444896698,-0.02320925146341324,0.9999241828918457,0.7269566655158997,0.36450672149658203,-0.3266436755657196,0.9988320469856262,0.29910507798194885,0.355978399515152,-0.07570777088403702,0.9901413321495056,0.8475587368011475,0.35025325417518616,-0.5190500020980835,0.9982043504714966,0.17556756734848022,0.3466495871543884,-0.32248836755752563,0.9918002486228943,0.8824207186698914,0.34585127234458923,-0.5532698631286621,0.9951590895652771,0.14283791184425354,0.34521907567977905,-0.36747753620147705,0.9808322191238403,0.8888545632362366,0.3385104537010193,-0.6082607507705688,0.9956592917442322,0.13793125748634338,0.3396068513393402,-0.4205007553100586,0.9824742674827576,0.8753103613853455,0.34331968426704407,-0.5466143488883972,0.9947675466537476,0.15099972486495972,0.3426553010940552,-0.35884252190589905,0.9850723147392273,0.5572339296340942,0.616881787776947,-0.046778738498687744,0.9999712705612183,0.45792892575263977,0.6176483035087585,0.04647456109523773,0.9999721050262451,0.7106575965881348,0.7231706976890564,-0.15045902132987976,0.9973257780075073,0.26656419038772583,0.6252749562263489,-0.2884361147880554,0.9989124536514282,0.8730371594429016,0.8201693892478943,0.036834295839071274,0.9975917339324951,0.25218257308006287,0.8144387006759644,-0.03651932626962662,0.995793342590332,0.8861216902732849,0.8370085954666138,0.03958874195814133,0.9726938605308533,0.2680140733718872,0.8486186265945435,-0.019646409898996353,0.9847927093505859,0.9122214317321777,0.8546126484870911,-0.19691111147403717,0.9959405660629272,0.16216999292373657,0.8523628115653992,-0.19559180736541748,0.993793249130249
warrior,DATASET/TRAIN/warrior/00009.jpg,0.4522079527378082,0.22247371077537537,-0.3315974175930023,0.9999984502792358,0.4601816236972809,0.20352214574813843,-0.30448153614997864,0.9999879598617554,0.4672393500804901,0.20325061678886414,-0.30479830503463745,0.9999871253967285,0.47387489676475525,0.20299381017684937,-0.3046240508556366,0.9999854564666748,0.4422924518585205,0.20373710989952087,-0.30258607864379883,0.9999921321868896,0.4364140033721924,0.20367804169654846,-0.3030088245868683,0.9999932050704956,0.4299679398536682,0.20394068956375122,-0.30316293239593506,0.9999920129776001,0.4768010675907135,0.20918190479278564,-0.15511344373226166,0.9999810457229614,0.41959476470947266,0.2101697027683258,-0.1443338543176651,0.9999839067459106,0.46329954266548157,0.2417849898338318,-0.27385038137435913,0.9999701976776123,0.44146615266799927,0.23926220834255219,-0.2738478481769562,0.9999680519104004,0.5199804902076721,0.3185791075229645,-0.11158335953950882,0.999934196472168,0.37551867961883545,0.3136264681816101,-0.028526050969958305,0.9998045563697815,0.6372231841087341,0.3148098587989807,-0.17384591698646545,0.9934285283088684,0.2683090567588806,0.30866357684135437,-0.07509015500545502,0.9845203757286072,0.7528318762779236,0.3132499158382416,-0.34732991456985474,0.991457998752594,0.15704256296157837,0.2934862971305847,-0.23212891817092896,0.9891011118888855,0.785415768623352,0.3186873197555542,-0.36951586604118347,0.9812397956848145,0.12070688605308533,0.29165709018707275,-0.2622096538543701,0.9760200381278992,0.7899143695831299,0.31868427991867065,-0.4226226508617401,0.9848098158836365,0.11381217837333679,0.2875552475452423,-0.30118706822395325,0.9784638285636902,0.7772531509399414,0.3208124339580536,-0.3739590346813202,0.984582781791687,0.12933430075645447,0.2916962504386902,-0.25841230154037476,0.9819619059562683,0.5032315850257874,0.5969309210777283,-0.0415956974029541,0.9995962977409363,0.4135141968727112,0.5961111783981323,0.04117006063461304,0.9995393753051758,0.6302683353424072,0.7422476410865784,-0.15099288523197174,0.9671461582183838,0.2549273669719696,0.647357165813446,-0.1485847681760788,0.9573525190353394,0.7528407573699951,0.8992435932159424,-0.11956758797168732,0.9379073977470398,0.23491425812244415,0.8662693500518799,-0.00938743632286787,0.895845890045166,0.7738882303237915,0.9218021631240845,-0.12671934068202972,0.7108848690986633,0.2519336938858032,0.9026771783828735,-0.0008083266438916326,0.8245192766189575,0.7257341146469116,0.9419252276420593,-0.2974356710910797,0.92130446434021,0.1533125340938568,0.8999507427215576,-0.10685644298791885,0.8662713766098022
